id,category,prompt,obj1,bbox1,obj2,bbox2,obj3,bbox3,obj4,bbox4
022,missing_elements,"A caterpillar, a table and a beaver",caterpillar,"46,130,247,160",table,"20,161,477,478",beaver,"313,34,425,157",,
023,missing_elements,"A shark, an elephant and a rocket",shark,"35,27,230,184",elephant,"63,211,461,474",rocket,"359,18,467,174",,
024,missing_elements,"A leopard, a girl, a bee and a salmon",leopard,"18,16,130,217",girl,"353,156,486,471",bee,"206,110,307,241",salmon,"47,326,292,465"
025,missing_elements,"A camel, a pine, a television and a bridge",camel,"29,347,235,472",pine,"389,127,496,493",television,"160,225,349,336",bridge,"32,20,291,171"
026,missing_elements,"A cloud, a raccoon, a mushroom and a couch",cloud,"24,28,253,163",raccoon,"26,313,153,487",mushroom,"192,408,273,484",couch,"187,210,491,369"
027,missing_elements,"A boy, a butterfly, a trout and a bridge",boy,"22,29,177,215",butterfly,"273,37,379,128",trout,"21,305,164,474",bridge,"182,241,500,437"
028,missing_elements,"A spider, a baby, a lizard and a train",spider,"33,406,136,483",baby,"152,249,333,480",lizard,"369,412,464,478",train,"11,34,497,201"
029,missing_elements,"A cup, an apple, a couch and a girl",cup,"43,144,157,309",apple,"195,215,291,304",couch,"25,292,278,463",girl,"327,89,474,469"
030,missing_elements,"A leopard, a bridge, a snail and a table",leopard,"45,246,155,467",bridge,"32,31,477,218",snail,"285,259,399,339",table,"485,474,485,474"
031,missing_elements,"A pepper, a whale, a leopard and a tiger",pepper,"31,359,104,477",whale,"37,41,488,257",leopard,"153,285,276,471",tiger,"317,287,457,472"
032,unconventional_layout,A butterfly below a cockroach,butterfly,"84,279,425,455",cockroach,"183,150,345,250",,,,
033,unconventional_layout,A bottle near a telephone,bottle,"46,111,204,464",telephone,"224,360,397,464",,,,
034,unconventional_layout,A mushroom near a pepper,mushroom,"76,316,254,477",pepper,"268,313,471,480",,,,
035,unconventional_layout,A kangaroo below a whale,kangaroo,"149,350,323,479",whale,"119,169,408,315",,,,
036,unconventional_layout,A tree on a bridge,tree,"195,144,275,302",bridge,"25,310,482,474",,,,
037,unconventional_layout,A leopard above an otter,leopard,"179,62,329,276",otter,"137,292,449,462",,,,
038,unconventional_layout,A house far from the sea,house,"30,274,154,456",sea,"270,55,491,175",,,,
039,unconventional_layout,A man near a palm,man,"50,105,201,458",palm,"218,11,487,462",,,,
040,unconventional_layout,A boy to the left of a bottle,boy,"66,107,195,441",bottle,"222,326,280,439",,,,
041,unconventional_layout,A fox near a wolf,fox,"325,62,458,227",wolf,"146,68,312,365",,,,
042,unconventional_layout,An apple near a squirrel,apple,"284,385,385,469",squirrel,"167,258,266,465",,,,
043,unconventional_layout,A lion under a cloud,lion,"82,301,451,468",cloud,"269,27,481,157",,,,
044,unconventional_layout,A kangaroo on a bed,kangaroo,"162,111,364,357",bed,"32,356,485,487",,,,
045,unconventional_layout,A cockroach below a clock,cockroach,"104,349,394,460",clock,"371,47,497,200",,,,
046,unconventional_layout,A camel to the right of a dog,camel,"294,191,487,469",dog,"55,309,238,467",,,,
047,unconventional_layout,An elephant on a skyscraper,elephant,"191,37,302,152",skyscraper,"117,157,349,496",,,,
048,unconventional_layout,A mushroom near a couch and a wardrobe to the left of a squirrel,mushroom,"280,140,355,191",couch,"13,22,270,199",wardrobe,"15,222,268,475",squirrel,"304,404,386,471"
049,unconventional_layout,A beaver near a tiger and a dog near a cat,beaver,"23,309,168,464",tiger,"103,101,242,281",dog,"220,305,387,468",cat,"337,103,476,281"
050,unconventional_layout,A shark far from a whale and a salmon next to a dolphin,shark,"25,394,213,495",whale,"297,20,479,125",salmon,"59,210,227,311",dolphin,"237,212,411,311"
051,unconventional_layout,A leopard on the right of a boy and a beetle next to a cat,leopard,"328,257,471,479",boy,"217,289,310,478",beetle,"22,59,101,224",cat,"129,61,222,226"
052,unconventional_layout,A tractor on a road and an apple to the right of a lamp,tractor,"87,169,359,347",road,"23,353,477,481",apple,"346,39,431,103",lamp,"266,17,330,109"
053,unconventional_layout,A dinosaur far from a camel and a leopard below an oak,dinosaur,"40,334,137,485",camel,"404,38,496,167",leopard,"192,331,302,483",oak,"40,37,381,305"
054,unconventional_layout,A table to the left of a house and a keyboard to the right of a frog,table,"58,401,227,471",house,"258,163,482,477",keyboard,"289,34,456,108",frog,"75,293,192,370"
055,unconventional_layout,An orchid below a chair and a lamp on a couch,orchid,"162,357,273,491",chair,"46,142,204,323",lamp,"358,138,434,203",couch,"245,222,493,347"
056,unconventional_layout,A mouse on a bridge and a tractor under an oak,mouse,"371,110,468,168",bridge,"19,180,496,286",tractor,"60,409,208,488",oak,"229,312,494,489"
057,unconventional_layout,A porcupine on a tulip and a cow to the right of a dog,porcupine,"71,107,181,219",tulip,"34,233,205,496",cow,"386,241,500,370",dog,"253,291,358,468"
058,unconventional_layout,A fish near a can and a telephone next to a cup,fish,"350,321,496,498",can,"232,227,338,499",telephone,"20,386,116,484",cup,"131,384,215,487"
059,unconventional_layout,A woman under a bed and an orchid next to a fox,woman,"78,343,179,495",bed,"21,190,293,329",orchid,"269,374,368,482",fox,"399,245,500,484"
060,unconventional_layout,An airplane beside a rocket and a cloud over a cow,airplane,"32,27,238,140",rocket,"305,33,404,210",cloud,"78,158,292,222",cow,"227,352,459,486"
061,unconventional_layout,A television on a couch and a lamp under a table,television,"26,187,183,284",couch,"13,294,352,490",lamp,"316,196,411,253",table,"184,41,474,171"
062,unconventional_layout,A telephone under a table and a bed next to a couch,telephone,"44,361,193,451",table,"30,107,248,334",bed,"231,364,467,457",couch,"286,216,502,350"
063,unconventional_layout,A clock to the right of a crocodile and a cow beside a seal,clock,"336,63,486,237",crocodile,"40,356,296,480",cow,"38,186,175,298",seal,"194,183,314,300"
064,overlapping_bboxes,A beetle,beetle,"94,321,384,444",,,,,,
065,overlapping_bboxes,A fish,fish,"62,285,356,438",,,,,,
066,overlapping_bboxes,A wardrobe,wardrobe,"99,106,463,465",,,,,,
067,overlapping_bboxes,A spider,spider,"48,326,265,487",,,,,,
068,overlapping_bboxes,A road,road,"6,154,506,502",,,,,,
069,overlapping_bboxes,A woman,woman,"36,55,257,504",,,,,,
070,overlapping_bboxes,A truck,truck,"88,91,440,425",,,,,,
071,overlapping_bboxes,A can,can,"346,249,494,478",,,,,,
072,overlapping_bboxes,A car and a squirrel,car,"89,109,454,449",squirrel,"291,301,430,431",,,,
073,overlapping_bboxes,A lizard and a turtle,lizard,"99,172,433,439",turtle,"193,105,489,347",,,,
074,overlapping_bboxes,An oak and a lamp,oak,"47,89,478,475",lamp,"199,312,342,456",,,,
075,overlapping_bboxes,A leopard and a trout,leopard,"78,115,381,460",trout,"268,280,483,490",,,,
076,overlapping_bboxes,A beaver and a couch,beaver,"168,144,346,305",couch,"32,73,469,475",,,,
077,overlapping_bboxes,A tractor and a snail,tractor,"76,167,467,472",snail,"322,330,456,453",,,,
078,overlapping_bboxes,A boy and a mouse,boy,"168,65,424,484",mouse,"142,388,255,478",,,,
079,overlapping_bboxes,A house and a girl,house,"28,48,468,487",girl,"279,314,364,458",,,,
080,overlapping_bboxes,"A television, a fox and a tulip",television,"27,79,486,315",fox,"102,140,179,282",tulip,"319,217,396,300",,
081,overlapping_bboxes,"A keyboard, a spider and a whale",keyboard,"44,320,484,473",spider,"70,348,147,416",whale,"398,333,473,387",,
082,overlapping_bboxes,"An apple, a poppy and a couch",apple,"81,252,224,431",poppy,"183,220,317,331",couch,"43,127,492,451",,
083,overlapping_bboxes,"A sunflower, a camel and a palm",sunflower,"71,233,192,422",camel,"222,260,470,418",palm,"37,33,489,475",,
084,overlapping_bboxes,"A boy, a dog and a sunflower",boy,"289,111,472,469",dog,"190,374,385,475",sunflower,"89,234,222,494",,
085,overlapping_bboxes,"A rose, a frog and a cat",rose,"94,214,167,465",frog,"122,353,271,486",cat,"239,315,405,498",,
086,overlapping_bboxes,"A wolf, a man and a bowl",wolf,"42,263,312,469",man,"229,21,491,490",bowl,"105,366,211,452",,
087,overlapping_bboxes,"A motorcycle, a rocket and a butterfly",motorcycle,"51,307,407,490",rocket,"59,21,176,422",butterfly,"327,223,480,352",,
088,overlapping_bboxes,"A television, a bee, a car and an elephant",television,"20,90,478,454",bee,"377,121,449,201",car,"212,286,462,425",elephant,"39,133,323,412"
089,overlapping_bboxes,"A tulip, a palm, a tiger and a bus",tulip,"67,316,168,452",palm,"123,44,363,482",tiger,"254,233,487,467",bus,"28,177,504,492"
090,overlapping_bboxes,"A pear, a tree, a mouse and a wardrobe",pear,"57,374,161,486",tree,"133,43,380,487",mouse,"231,412,313,489",wardrobe,"355,169,510,492"
091,overlapping_bboxes,"A bus, a hamster, a fox and a clock",bus,"8,166,506,392",hamster,"28,370,103,440",fox,"153,306,270,442",clock,"365,423,473,487"
092,overlapping_bboxes,"A rabbit, a camel, a salmon and a mouse",rabbit,"358,341,491,482",camel,"46,122,434,454",salmon,"50,377,244,486",mouse,"226,413,377,478"
093,overlapping_bboxes,"A bridge, a car, a caterpillar and a frog",bridge,"21,135,493,362",car,"105,265,320,344",caterpillar,"72,414,256,475",frog,"231,438,336,511"
094,overlapping_bboxes,"A cloud, a fish, a skyscraper and a squirrel",cloud,"38,36,481,181",fish,"57,373,313,479",skyscraper,"307,14,488,488",squirrel,"184,318,354,437"
095,overlapping_bboxes,"A cat, a sunflower, a forest and a bicycle",cat,"32,366,192,472",sunflower,"189,280,287,485",forest,"21,28,490,492",bicycle,"258,365,481,482"
096,small_bboxes,A bus,bus,"247,393,399,485",,,,,,
097,small_bboxes,A snake,snake,"287,244,383,288",,,,,,
098,small_bboxes,A bed,bed,"251,402,404,484",,,,,,
099,small_bboxes,An orchid,orchid,"42,309,102,409",,,,,,
100,small_bboxes,A woman,woman,"400,49,475,139",,,,,,
101,small_bboxes,A lizard,lizard,"406,435,447,479",,,,,,
102,small_bboxes,A sea,sea,"38,430,160,480",,,,,,
103,small_bboxes,A pine,pine,"411,141,464,288",,,,,,
104,small_bboxes,A snail and a wardrobe,snail,"43,434,100,487",wardrobe,"346,306,496,495",,,,
105,small_bboxes,A rabbit and a tree,rabbit,"54,428,101,470",tree,"391,226,468,365",,,,
106,small_bboxes,A table and a camel,table,"42,403,116,470",camel,"273,142,415,260",,,,
107,small_bboxes,A chimpanzee and a hamster,chimpanzee,"308,314,448,467",hamster,"47,429,118,477",,,,
108,small_bboxes,A mountain and a turtle,mountain,"32,57,156,140",turtle,"392,439,466,484",,,,
109,small_bboxes,A kangaroo and a turtle,kangaroo,"41,342,117,482",turtle,"435,420,482,454",,,,
110,small_bboxes,A tractor and a fish,tractor,"360,209,454,316",fish,"67,415,139,444",,,,
111,small_bboxes,A bus and a pepper,bus,"30,58,177,118",pepper,"402,424,453,475",,,,
112,small_bboxes,"A beetle, a crocodile and a leopard",beetle,"48,441,116,488",crocodile,"145,414,278,479",leopard,"367,247,462,316",,
113,small_bboxes,"A tulip, a clock and a bicycle",tulip,"345,331,379,412",clock,"43,59,97,106",bicycle,"40,355,155,429",,
114,small_bboxes,"A pine, a lamp and a cat",pine,"18,105,71,195",lamp,"383,354,421,456",cat,"274,419,346,456",,
115,small_bboxes,"A bus, an oak and an otter",bus,"58,131,246,205",oak,"351,51,429,205",otter,"303,379,393,456",,
116,small_bboxes,"A motorcycle, a bridge and a lobster",motorcycle,"60,330,187,415",bridge,"372,63,487,125",lobster,"414,458,493,504",,
117,small_bboxes,"A crocodile, a television and a camel",crocodile,"40,381,182,461",television,"378,94,479,188",camel,"294,328,435,409",,
118,small_bboxes,"A tulip, a dog and a trout",tulip,"402,408,443,486",dog,"282,265,394,357",trout,"42,428,173,479",,
119,small_bboxes,"A mushroom, a motorcycle and a boy",mushroom,"226,414,293,481",motorcycle,"261,132,449,230",boy,"127,46,221,235",,
120,small_bboxes,"A couch, a lion, a plate and a bear",couch,"69,313,235,397",lion,"274,416,474,486",plate,"174,279,227,296",bear,"367,252,466,382"
121,small_bboxes,"An apple, a bridge, a house and a seal",apple,"37,440,88,490",bridge,"22,34,221,89",house,"351,348,445,475",seal,"157,188,302,244"
122,small_bboxes,"An orchid, a wolf, a worm and a baby",orchid,"34,361,63,468",wolf,"366,407,489,472",worm,"118,443,337,459",baby,"199,114,262,224"
123,small_bboxes,"A rocket, a sunflower, a lobster and a poppy",rocket,"407,42,477,154",sunflower,"414,381,467,494",lobster,"20,426,109,463",poppy,"346,377,389,497"
124,small_bboxes,"A possum, a bed, a bus and a cat",possum,"38,452,117,482",bed,"137,406,299,477",bus,"341,50,496,135",cat,"215,357,296,397"
125,small_bboxes,"A pine, a fish, a camel and a spider",pine,"26,273,87,489",fish,"445,455,497,491",camel,"117,398,236,492",spider,"113,319,143,360"
126,small_bboxes,"A kangaroo, a wardrobe, a bee and a sunflower",kangaroo,"33,373,90,463",wardrobe,"398,309,497,492",bee,"428,45,466,92",sunflower,"215,400,263,491"
127,small_bboxes,"A beetle, an orange, a dolphin and a lamp",beetle,"213,465,344,492",orange,"75,447,123,490",dolphin,"33,259,293,336",lamp,"338,158,416,366"
128,color_binding,A green worm,worm,"79,339,470,477",,,,,,
129,color_binding,A blue crocodile,crocodile,"64,370,482,479",,,,,,
130,color_binding,A purple tree,tree,"101,70,432,469",,,,,,
131,color_binding,A pink television,television,"75,89,477,322",,,,,,
132,color_binding,A black forest,forest,"23,44,487,478",,,,,,
133,color_binding,A green fox,fox,"204,192,482,487",,,,,,
134,color_binding,A purple poppy,poppy,"266,56,477,488",,,,,,
135,color_binding,A gray bed,bed,"52,217,482,452",,,,,,
136,color_binding,A red girl and a blue maple,girl,"93,257,243,462",maple,"262,37,491,474",,,,
137,color_binding,A purple wardrobe and a blue bowl ,wardrobe,"32,81,355,460",bowl,"373,324,490,458",,,,
138,color_binding,A pink bus and a brown clock,bus,"27,47,486,324",clock,"304,373,486,477",,,,
139,color_binding,A pink elephant and a red cat,elephant,"27,109,324,428",cat,"355,256,484,431",,,,
140,color_binding,A purple airplane and a white car,airplane,"174,32,502,234",car,"50,275,490,486",,,,
141,color_binding,An orange trout and a yellow train,trout,"317,372,492,493",train,"22,85,499,345",,,,
142,color_binding,A red bear and a green cat,bear,"36,98,238,455",cat,"284,183,451,285",,,,
143,color_binding,A pink truck and a purple sunflower,truck,"23,38,494,236",sunflower,"159,293,258,469",,,,
144,color_binding,"A yellow rabbit, a purple maple and a brown crocodile",rabbit,"37,268,150,451",maple,"190,39,338,455",crocodile,"366,276,496,493",,
145,color_binding,"A white salmon, an orange tractor and a yellow wardrobe",salmon,"381,395,491,475",tractor,"31,311,359,476",wardrobe,"48,27,489,285",,
146,color_binding,"A gray bus, a brown apple and a white truck",bus,"34,44,474,222",apple,"41,381,130,473",truck,"181,265,476,485",,
147,color_binding,"A green beetle, a black frog and a purple airplane",beetle,"29,400,168,484",frog,"247,392,386,491",airplane,"36,23,484,284",,
148,color_binding,"An orange palm, a purple train and a green wolf",palm,"38,214,166,503",train,"257,57,472,187",wolf,"205,373,302,490",,
149,color_binding,"A white cloud, a yellow snake and a green cup",cloud,"290,57,492,188",snake,"40,386,288,464",cup,"347,357,424,485",,
150,color_binding,"A pink pepper, a purple motorcycle and a white pear",pepper,"380,388,455,487",motorcycle,"43,100,423,287",pear,"265,379,345,486",,
151,color_binding,"A green kangaroo, a pink bowl and a black hamster",kangaroo,"185,232,343,479",bowl,"57,375,149,475",hamster,"390,380,492,481",,
152,color_binding,"An orange possum, a purple salmon, a yellow tree and a white lion",possum,"366,408,503,488",salmon,"229,435,352,486",tree,"29,64,481,312",lion,"47,390,209,486"
153,color_binding,"A red castle, a green bottle, an orange dinosaur and a yellow skyscraper",castle,"23,54,239,244",bottle,"22,347,117,491",dinosaur,"132,272,255,493",skyscraper,"317,41,483,492"
154,color_binding,"A blue maple, a pink cup, a brown camel and a gray lion",maple,"29,39,224,390",cup,"42,422,169,496",camel,"261,312,474,476",lion,"259,47,492,240"
155,color_binding,"A red chair, a yellow dinosaur, a gray elephant and a white dog",chair,"41,319,209,467",dinosaur,"312,48,482,182",elephant,"282,264,476,480",dog,"88,204,172,316"
156,color_binding,"A red bear, a blue frog, a yellow pine and a white telephone",bear,"48,285,194,487",frog,"101,50,270,183",pine,"341,53,503,393",telephone,"231,396,339,485"
157,color_binding,"An orange can, a yellow tractor, a pink mouse and a gray wolf",can,"205,348,284,466",tractor,"78,51,463,215",mouse,"72,398,153,472",wolf,"341,240,466,493"
158,color_binding,"An orange tulip, a brown bridge, a green motorcycle and a black dog",tulip,"24,47,70,120",bridge,"28,306,488,490",motorcycle,"251,57,499,222",dog,"91,121,190,234"
159,color_binding,"A pink salmon, a black maple, a purple bus, and an orange wardrobe",salmon,"379,411,471,488",maple,"28,48,148,227",bus,"218,49,486,237",wardrobe,"58,280,343,485"
160,open_binding,A green apple,apple,"118,93,432,403",,,,,,
161,open_binding,A soft fish,fish,"111,96,451,449",,,,,,
162,open_binding,A small baby,baby,"55,53,300,357",,,,,,
163,open_binding,A fuzzy bear,bear,"79,113,335,473",,,,,,
164,open_binding,A wooden bed,bed,"28,126,485,423",,,,,,
165,open_binding,A yellow bee,bee,"153,29,489,213",,,,,,
166,open_binding,A shiny beetle,beetle,"35,36,475,245",,,,,,
167,open_binding,A fast bicycle,bicycle,"82,197,491,417",,,,,,
168,open_binding,A red apple and a blue bottle,apple,"49,233,222,401",bottle,"250,57,463,408",,,,
169,open_binding,A tall boy and a short chair,boy,"58,53,231,441",chair,"265,288,418,442",,,,
170,open_binding,A round bowl and a soft chair,bowl,"43,374,201,457",chair,"269,156,455,466",,,,
171,open_binding,A wooden bridge and a crowded bus,bridge,"20,261,506,463",bus,"189,146,450,257",,,,
172,open_binding,A happy frog and a fast lizard,frog,"304,77,449,234",lizard,"76,274,325,456",,,,
173,open_binding,A soft cloud and a bright sunflower,cloud,"53,26,314,166",sunflower,"280,230,491,473",,,,
174,open_binding,A fluffy cat and a smooth couch,cat,"162,154,374,261",couch,"24,271,488,447",,,,
175,open_binding,A green forest and a dark oak,forest,"24,37,303,373",oak,"317,201,500,488",,,,
176,open_binding,"An orange butterfly, a soft frog and an aggressive dinosaur",butterfly,"354,40,488,132",frog,"24,390,139,477",dinosaur,"186,179,496,499",,
177,open_binding,"A rotten pear, a rough mountain and red mushroom",pear,"387,333,483,487",mountain,"5,35,509,255",mushroom,"128,409,194,485",,
178,open_binding,"A shiny rocket, a fast car and a fluffy couch",rocket,"335,49,490,459",car,"34,87,307,208",couch,"63,352,260,439",,
179,open_binding,"A wooden table, a soft couch and a warm lamp",table,"11,152,237,279",couch,"36,322,487,483",lamp,"319,64,433,255",,
180,open_binding,"A large elephant, a green caterpillar and a small mouse",elephant,"27,62,428,283",caterpillar,"51,371,196,464",mouse,"256,397,417,460",,
181,open_binding,"A green frog, a tall sunflower and a yellow beetle",frog,"353,379,470,479",sunflower,"22,56,150,487",beetle,"209,277,314,329",,
182,open_binding,"A smooth clock, a red apple, and a soft chair",clock,"22,36,135,122",apple,"280,188,363,264",chair,"209,268,417,494",,
183,open_binding,"A silver truck, a blue sky and a soft cloud",truck,"50,306,474,465",sky,"10,10,476,138",cloud,"337,157,488,227",,
184,open_binding,"A soft cat, a wooden table, a snowy mountain and a fluffy dog ",cat,"28,389,109,490",table,"125,325,368,484",mountain,"12,20,492,233",dog,"389,372,491,483"
185,open_binding,"A large tree, a green frog, a yellow butterfly and a pink orchid",tree,"24,55,260,477",frog,"284,409,360,482",butterfly,"396,27,496,122",orchid,"404,250,471,484"
186,open_binding,"A blue sky, a tall skyscraper, a round clock and a shiny bottle",sky,"17,27,353,166",skyscraper,"378,37,497,468",clock,"311,240,373,305",bottle,"187,331,251,475"
187,open_binding,"A dark lamp, a rough sea, a soft bed and a clean cup",lamp,"411,40,477,152",sea,"20,273,480,474",bed,"71,100,271,159",cup,"322,78,385,157"
188,open_binding,"A green forest, a large lion, a smooth rocket and a white cloud",forest,"25,251,359,477",lion,"381,338,501,489",rocket,"41,33,316,131",cloud,"349,39,500,125"
189,open_binding,"A red apple, a shiny beetle, a round bowl and a soft couch",apple,"23,111,97,206",beetle,"127,162,249,210",bowl,"291,75,442,209",couch,"36,265,476,470"
190,open_binding,"A blue whale, a tall poppy, a black dog and a yellow flower",whale,"298,28,499,238",poppy,"35,242,106,466",dog,"186,345,446,456",flower,"18,36,139,168"
191,open_binding,"A small frog, a green tree, a pink rose and a soft cloud",frog,"34,399,155,468",tree,"189,117,305,465",rose,"327,349,452,466",cloud,"39,29,468,114"
192,complex_scene,An apple was shiny and red,apple,"72,101,370,392",,,,,,
193,complex_scene,A fish swam swiftly through the clear water,fish,"39,165,436,435",,,,,,
194,complex_scene,"A baby laughed, reaching out for a toy",baby,"42,63,319,378",,,,,,
195,complex_scene,A bear lumbered through the dense forest,bear,"86,271,384,425",,,,,,
196,complex_scene,A bicycle leaned against the brick wall,bicycle,"155,236,441,429",,,,,,
197,complex_scene,A soft cloud floated gently across the sky,cloud,"54,40,475,225",,,,,,
198,complex_scene,A lamp illuminated the cozy room,lamp,"279,82,471,482",,,,,,
199,complex_scene,A tulip bloomed brightly in the garden,tulip,"47,151,210,480",,,,,,
200,complex_scene,A butterfly landed gently on the rose in the garden,butterfly,"240,134,378,263",rose,"156,185,284,476",,,,
201,complex_scene,A boy rode his bicycle down the sunny road,boy,"152,99,324,344",bicycle,"31,242,456,452",,,,
202,complex_scene,A tiger watched a cow from the tall grass,tiger,"22,171,175,461",cow,"268,105,438,188",,,,
203,complex_scene,A fox darted quickly across the open road,fox,"175,235,278,370",road,"14,148,504,452",,,,
204,complex_scene,A dolphin leapt gracefully beside the boat in the sea,dolphin,"52,326,231,414",sea,"1,175,511,505",,,,
205,complex_scene,A hamster nibbled on a slice of juicy apple,hamster,"67,303,217,455",apple,"261,399,323,453",,,,
206,complex_scene,A lamp sat beside the cozy couch in the living room,lamp,"48,165,157,454",couch,"173,298,473,464",,,,
207,complex_scene,A rocket soared past the fluffy cloud in the sky,rocket,"176,79,321,469",cloud,"26,194,468,322",,,,
208,complex_scene,A baby giggled as a colorful butterfly fluttered near a sunflower,baby,"52,183,228,448",butterfly,"314,236,384,310",sunflower,"280,279,417,502",,
209,complex_scene,A fish swam under the old bridge while a frog sat nearby,fish,"25,71,496,335",bridge,"38,416,269,475",frog,"330,364,385,415",,
210,complex_scene,A quiet forest sheltered a towering oak tree and a small mushroom,forest,"16,34,491,483",oak,"52,80,272,434",mushroom,"395,295,436,360",,
211,complex_scene,A bright lamp sat on the wooden table beside the ringing telephone,lamp,"39,101,192,322",table,"24,210,476,450",telephone,"229,178,360,252",,
212,complex_scene,"A dolphin leapt out of the clear sea, startling a nearby shark",dolphin,"67,160,260,278",sea,"19,217,503,494",shark,"174,306,477,468",,
213,complex_scene,A girl held a shiny apple while sitting on a cozy couch,girl,"114,130,346,441",apple,"251,225,300,297",couch,"37,262,476,478",,
214,complex_scene,A bear watched as a butterfly fluttered over a blooming rose,bear,"41,49,277,489",butterfly,"385,170,431,225",rose,"343,212,410,343",,
215,complex_scene,A small mouse darted under the table carrying a crumb from the plate,mouse,"320,403,449,468",table,"18,162,489,491",plate,"86,421,238,466",,
216,complex_scene,A butterfly landed on a flower as a bee buzzed around the bowl,butterfly,"330,126,421,240",flower,"294,222,437,495",bee,"127,218,162,264",bowl,"27,289,261,366"
217,complex_scene,A dinosaur roared beside a mountain while a fox ran through the forest,dinosaur,"33,74,192,407",mountain,"23,21,482,218",fox,"277,366,386,432",forest,"9,228,499,480"
218,complex_scene,A girl ate an apple as a cat slept on the couch,girl,"36,148,191,471",apple,"126,262,166,315",cat,"275,247,438,348",couch,"214,295,501,471"
219,complex_scene,A bee flew over the sunflower near the old oak tree and a dog,bee,"327,158,372,204",sunflower,"309,228,403,497",oak,"29,26,265,481",dog,"184,423,305,492"
220,complex_scene,A boy rode his bicycle past a caterpillar and a blooming orchid,boy,"48,170,212,423",bicycle,"9,292,319,491",caterpillar,"347,444,472,486",orchid,"342,57,425,214"
221,complex_scene,"A beaver swam beside the bridge, while a fox darted through the forest",beaver,"29,341,129,440",bridge,"17,46,249,334",fox,"316,402,430,463",forest,"187,22,492,489"
222,complex_scene,A baby smiled as a butterfly flew near the tree by the house,baby,"50,335,136,459",butterfly,"142,250,173,290",tree,"38,88,201,484",house,"231,13,502,500"
223,complex_scene,"A man sat on the couch, drinking from a cup while a lamp lit the room",man,"52,120,181,368",couch,"8,221,319,449",cup,"123,207,169,263",lamp,"328,71,483,472"
